Course Number,Course Title,Formerly Known,Last Approved Date,Last Edit Date,Long Course Title,Short Course Title,Effective Term,Equivalent Courses,Course Syllabus Links,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Comments,Reviewer Comments,Status Head
LAW 6413,Federal Communcation Law Journal,,10/21/21 4:05 am,10/17/21 11:37 pm,Federal Communcation Law Journal,Federal Comm. Law Journal,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5126/Blank.docx'],,,,,,,,
LAW 6414,Telecommunications Law,,05/03/22 4:05 am,04/01/22 12:05 pm,Telecommunications Law,Telecommunications Law,Summer 2022,,['https://next.bulletin.gwu.edu/courseadmin/5127/Blank.docx'],,,,,,,,
LAW 6416,Legislation,,10/27/21 4:05 am,10/25/21 5:27 pm,Legislation,Legislation,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5133/syllabus%20placeholder.docx'],,,,,,,,
LAW 6418,Legislative Analysis/Drafting,,10/27/21 4:05 am,10/25/21 5:28 pm,Legislative Analysis/Drafting,Legislative Analysis/Drafting,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5134/syllabus%20placeholder.docx'],,,,,,,,
LAW 6419,Campaign Finance Law,,10/27/21 4:05 am,10/25/21 5:29 pm,Campaign Finance Law,Campaign Finance Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5135/syllabus%20placeholder.docx'],,,,,,,,
LAW 6420,Congressional Investigation Seminar,,10/21/21 4:05 am,10/17/21 11:39 pm,Congressional Investigation Seminar,Congressional Investigtn Smnr,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5131/Blank.docx'],,,,,,,,
LAW 6421,"Lawyers,Lobbying, and the Law",,10/27/21 4:05 am,10/25/21 5:29 pm,"Lawyers,Lobbying, and the Law","Lawyers,Lobbying, and the Law",Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5136/syllabus%20placeholder.docx'],,,,,,,,
LAW 6422,Local Government Law,,10/27/21 4:05 am,10/25/21 5:30 pm,Local Government Law,Local Government Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5138/syllabus%20placeholder.docx'],,,,,,,,
LAW 6423,Veterans Law,,10/27/21 4:05 am,10/25/21 5:31 pm,Veterans Law,Veterans Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5140/syllabus%20placeholder.docx'],,,,,,,,
LAW 6424,Animal Law Seminar,,10/27/21 4:05 am,10/25/21 5:32 pm,Animal Law Seminar,Animal Law Seminar,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5141/syllabus%20placeholder.docx'],,,,,,,,
LAW 6425,Disaster Law,,,,Disaster Law,Disaster Law,,,[],,,,,,,,Course Deactivation Proposal
LAW 6426,Public Law Seminar,,,,Public Law Seminar,Public Law Seminar,,,[],,,,,,,,
LAW 6427,Selected Topics in Public Law,,11/03/21 4:05 am,11/02/21 8:54 pm,Selected Topics in Public Law,Selected Topics in Public Law,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/9555/Selected%20Topics%20Syllabus.docx'],,,,,,,,
LAW 6428,Veterans Advocacy,,10/21/21 4:07 am,10/17/21 11:40 pm,Veterans Advocacy,Veterans Advocacy,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/10651/Veterans%20Advocacy%20co-req.docx'],,,,,,,,
LAW 6430,Environmental Law,,10/21/21 4:05 am,10/17/21 11:40 pm,Environmental Law,Environmental Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5139/Blank.docx'],,,,,,,,
LAW 6431,Wildlife and Ecosystems Law,,10/27/21 4:05 am,10/25/21 5:33 pm,Wildlife and Ecosystems Law,Wildlife and Ecosystems Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5145/syllabus%20placeholder.docx'],,,,,,,,
LAW 6432,Air Pollution Control,,10/27/21 4:05 am,10/25/21 5:33 pm,Air Pollution Control,Air Pollution Control,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5148/syllabus%20placeholder.docx'],,,,,,,,
LAW 6433,Environmental Compliance and Enforcement,,10/20/23 4:02 am,09/14/23 11:41 am,Environmental Compliance and Enforcement,Envt'l Compliance/Enforcement,Fall 2023,,['https://next.bulletin.gwu.edu/courseadmin/5150/Law%20Syllabus.docx'],,,,,,,,
LAW 6434,Water Pollution Control,,10/27/21 4:05 am,10/25/21 5:34 pm,Water Pollution Control,Water Pollution Control,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5152/syllabus%20placeholder.docx'],,,,,,,,
LAW 6435,Trade and Sustainable Development Law,,10/21/21 4:05 am,10/17/21 11:41 pm,Trade and Sustainable Development Law,Trade&SustainableDevelpmnt Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5144/Blank.docx'],,,,,,,,
LAW 6436,Water Resources Law,,,,Water Resources Law,Water Resources Law,,,[],,,,,,,,
LAW 6437,"Coastal, Navigation, and Wetlands Research",,10/21/21 4:05 am,10/17/21 11:41 pm,"Coastal, Navigation, and Wetlands Research","Coastal,Navigatn,Wetlands Resr",Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5146/Blank.docx'],,,,,,,,
LAW 6438,Energy Law and Regulation,,10/21/21 4:04 am,10/17/21 11:41 pm,Energy Law and Regulation,Energy Law and Regulation,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/4337/6438-10%202013%2008%2005%20_Syllabus%20for%20Energy%20Law%20and%20Reg%202013%20Fall%20(1).pdf'],,,,,,,,
LAW 6439,Environmental Issues and Energy Law,,10/27/21 4:05 am,10/25/21 6:47 pm,Environmental Issues and Energy Law,Environmental Issues/EnergyLaw,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5147/Blank.docx'],,,,,,,,
LAW 6440,Natural Resources Law,,10/27/21 4:05 am,10/25/21 5:35 pm,Natural Resources Law,Natural Resources Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5159/syllabus%20placeholder.docx'],,,,,,,,
LAW 6441,Energy Law Seminar,,04/01/16 5:05 am,10/01/15 7:20 pm,Energy Law Seminar,Energy Law Seminar,Spring 2016,,['https://next.bulletin.gwu.edu/courseadmin/5017/Energy%20Law%20Seminar%20Syllabus.docx'],,,,,,,,
LAW 6442,Control of Solid and Hazardous Wastes,,10/21/21 4:05 am,10/17/21 11:43 pm,Control of Solid and Hazardous Wastes,Control-Solid/Hazardous Waste,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5149/Blank.docx'],,,,,,,,
LAW 6443,Oil and Gas Law,,,,Oil and Gas Law,Oil and Gas Law,,,[],,,,,,,,
LAW 6444,Regulation of Toxic Substances Risk,,10/21/21 4:05 am,10/17/21 11:44 pm,Regulation of Toxic Substances Risk,Regulatn/ToxicSubstancesRisk,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5151/Blank.docx'],,,,,,,,
LAW 6446,Nuclear Energy Law,,,,Nuclear Energy Law,Nuclear Energy Law,,,[],,,,,,,,
LAW 6448,Occupational Health and Safety Legislation,,10/27/21 4:05 am,10/17/21 11:45 pm,Occupational Health and Safety Legislation,Occupational Health/Safety Leg,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5153/Blank.docx'],,,,,,,,
LAW 6449,Environmental & Toxic Torts,,10/27/21 4:05 am,10/25/21 5:36 pm,Environmental & Toxic Torts,Environmental & Toxic Torts,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5165/syllabus%20placeholder.docx'],,,,,,,,
LAW 6450,Federal Facilities Environmental Law,,10/27/21 4:05 am,10/22/21 5:00 pm,Federal Facilities Environmental Law,Federal Facilities Environ Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5155/Blank.docx'],,,,,,,,
LAW 6452,Environmental Issues in Business Transactions,,10/21/21 4:05 am,10/20/21 12:44 pm,Environmental Issues in Business Transactions,Environmental Issues-Bus Trans,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5156/Blank.docx'],,,,,,,,
LAW 6454,International Environmental Law,,10/21/21 4:05 am,10/17/21 11:45 pm,International Environmental Law,International Environmentl Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5157/Blank.docx'],,,,,,,,
LAW 6455,Climate Change Law and Justice,,10/26/22 4:04 am,10/13/22 6:55 pm,Climate Change Law and Justice,Climate Change Law & Justice,Spring 2023,,['https://next.bulletin.gwu.edu/courseadmin/5158/Blank.docx'],,,,,,,,
LAW 6456,Environmental Planning,,,,Environmental Planning,Environmental Planning,,,[],,,,,,,,
LAW 6457,Sustainable Communities Law and Policy Seminar,,10/21/21 4:04 am,10/17/21 11:46 pm,Sustainable Communities Law and Policy Seminar,Sustainable Communities Sem,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/4352/Syllabus%20Fall%202013%20SUSTAINABLE%20REGIONAL%20GROWTH%20SEMINAR_Benefield_Schilling.pdf'],,,,,,,,
LAW 6458,Environmental Negotiation and Dispute Resolution,,11/03/21 4:04 am,11/02/21 8:55 pm,Environmental Negotiation and Dispute Resolution,Enviro Negot & Dispute Resol,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5160/Blank.docx'],,,,,,,,
LAW 6459,Atomic Energy Law,,10/27/21 4:05 am,10/25/21 5:37 pm,Atomic Energy Law,Atomic Energy Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5167/syllabus%20placeholder.docx'],,,,,,,,
LAW 6460,Environment and Energy Policy Practicum,,10/21/21 4:05 am,10/17/21 11:47 pm,Environment and Energy Policy Practicum,Envir&Energy Policy Practicum,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5162/Blank.docx'],,,,,,,,
LAW 6461,Selected Topics in Environmental Law,,11/03/21 4:05 am,11/02/21 9:01 pm,Selected Topics in Environmental Law,Selected Topics in Env. Law,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/9556/Selected%20Topics%20Syllabus.docx'],,,,,,,,
LAW 6462,"Law,Science,Technology Seminar",,,,"Law,Science,Technology Seminar","Law,Science,Technology Seminar",,,[],,,,,,,,
LAW 6463,International Environmental Compliance,,10/21/21 4:05 am,10/17/21 11:48 pm,International Environmental Compliance,Intl Environmental Compliance,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5164/syllabus%20placeholder.docx'],,,,,,,,
LAW 6464,Environmental Crimes,,10/27/21 4:05 am,10/25/21 5:38 pm,Environmental Crimes,Environmental Crimes,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5173/syllabus%20placeholder.docx'],,,,,,,,
LAW 6465,Environmental Crimes Project,,10/27/21 4:05 am,10/25/21 5:39 pm,Environmental Crimes Project,Environmental Crimes Project,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5174/syllabus%20placeholder.docx'],,,,,,,,
LAW 6466,Environmental Law Seminar,,,,Environmental Law Seminar,Environmental Law Seminar,,,[],,,,,,,,
LAW 6467,Environmental Legislation Project,,10/21/21 4:05 am,10/17/21 11:49 pm,Environmental Legislation Project,Environmental Legislation Proj,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5168/Blank.docx'],,,,,,,,
LAW 6468,Graduate Enviromental Placement,,10/21/21 4:05 am,10/17/21 11:49 pm,Graduate Enviromental Placement,Graduate Enviromental Placemnt,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5170/Blank.docx'],,,,,,,,
LAW 6469,Environmental Lawyering,,10/27/21 4:05 am,10/25/21 5:40 pm,Environmental Lawyering,Environmental Lawyering,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5177/syllabus%20placeholder.docx'],,,,,,,,
LAW 6470,Intellectual Property,,10/21/21 4:05 am,10/17/21 11:50 pm,Intellectual Property,Intellectual Property,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5172/Blank.docx'],,,,,,,,
LAW 6471,Patent Law,,03/29/24 4:03 am,03/28/24 9:47 am,Patent Law,Patent Law,Fall 2024,,['https://next.bulletin.gwu.edu/courseadmin/5178/syllabus%20placeholder.docx'],,,,,,,,
LAW 6472,Copyright Law,,10/27/21 4:05 am,10/25/21 5:41 pm,Copyright Law,Copyright Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5179/syllabus%20placeholder.docx'],,,,,,,,
LAW 6473,International Copyright Law,,10/27/21 4:05 am,10/25/21 5:42 pm,International Copyright Law,International Copyright Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5181/syllabus%20placeholder.docx'],,,,,,,,
LAW 6474,Trademark and Unfair Competition Law,,10/21/21 4:05 am,10/17/21 11:50 pm,Trademark and Unfair Competition Law,Trademark & Unfair Compet Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5176/Blank.docx'],,,,,,,,
LAW 6475,Entertainment Law,,10/21/21 4:05 am,10/20/21 12:47 pm,Entertainment Law,Entertainment Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5184/syllabus%20placeholder.docx'],,,,,,,,
LAW 6476,"Patent Prosecution, Strategies and Practice",,10/26/22 4:04 am,10/13/22 6:57 pm,"Patent Prosecution, Strategies and Practice","Patent Prosecution, Strategies",Spring 2023,,['https://next.bulletin.gwu.edu/courseadmin/5185/syllabus%20placeholder.docx'],,,,,,,,
LAW 6477,The Federal Circuit,,10/27/21 4:05 am,10/25/21 5:42 pm,The Federal Circuit,The Federal Circuit,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5187/syllabus%20placeholder.docx'],,,,,,,,
LAW 6478,Licensing of Intellectual Property Rights,,10/21/21 4:05 am,10/17/21 11:51 pm,Licensing of Intellectual Property Rights,Licensing-Intell Property Rght,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5180/Blank.docx'],,,,,,,,
LAW 6479,Intellectual Asset Management,,10/27/21 4:05 am,10/25/21 5:43 pm,Intellectual Asset Management,Intellectual Asset Management,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5188/syllabus%20placeholder.docx'],,,,,,,,
LAW 6480,Chemical and Biotechnology Patent Law,,11/01/22 4:04 am,10/24/22 10:47 am,Chemical and Biotechnology Patent Law,Chemical/Biotech Patent Law,Spring 2023,,['https://next.bulletin.gwu.edu/courseadmin/5182/Blank.docx'],,,,,,,,
LAW 6481,Design Law,,,,Design Law,Design Law,,,[],,,,,,,,
LAW 6482,Patent Enforcement,,10/21/21 4:04 am,10/17/21 11:54 pm,Patent Enforcement,Patent Enforcement,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/4389/Syllabus%202014%20-%20Law%206482-20%20Patent%20Enforcement%20BENSON%20(Munich).docx'],,,,,,,,
LAW 6483,Patent Appellate Practice,,10/27/21 4:05 am,10/25/21 5:45 pm,Patent Appellate Practice,Patent Appellate Practice,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5193/syllabus%20placeholder.docx'],,,,,,,,
LAW 6484,Computer Law,,10/21/21 4:05 am,10/17/21 11:55 pm,Computer Law,Computer Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5186/Blank.docx'],,,,,,,,
LAW 6485,Law in Cyberspace,,10/27/21 4:05 am,10/25/21 5:45 pm,Law in Cyberspace,Law in Cyberspace,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5194/syllabus%20placeholder.docx'],,,,,,,,
LAW 6486,Information Privacy Law,,10/21/21 4:05 am,10/17/21 11:55 pm,Information Privacy Law,Information Privacy Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5183/Law%20School%20Syllabus.docx'],,,,,,,,
LAW 6487,Cybersecurity Law and Policy,,,,Cybersecurity Law and Policy,Cybersecurity Law and Policy,,,[],,,,,,,,Course Deactivation Proposal
LAW 6488,"Art, Cultural Heritage, and the Law",,10/21/21 4:05 am,10/17/21 11:56 pm,"Art, Cultural Heritage, and the Law",Art CulturalHeritage & the Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5189/Blank.docx'],,,,,,,,
LAW 6489,Enforcement of IP Rights/ITC,,10/27/21 4:05 am,10/25/21 5:46 pm,Enforcement of IP Rights/ITC,Enforcement of IP Rights/ITC,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5204/syllabus%20placeholder.docx'],,,,,,,,
LAW 6490,International and Comparative Patent Law,,10/21/21 4:05 am,10/17/21 11:56 pm,International and Comparative Patent Law,Intrntl/Comparative Patent Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5191/Blank.docx'],,,,,,,,
LAW 6491,International Intellectual Property,,07/08/22 4:05 am,05/23/22 3:31 pm,International Intellectual Property,Int'l Intellectual Property,Summer 2022,,['https://next.bulletin.gwu.edu/courseadmin/5192/Blank.docx'],,,,,,,,
LAW 6492,Advanced Trademark Law,,10/27/21 4:05 am,10/25/21 5:47 pm,Advanced Trademark Law,Advanced Trademark Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5205/syllabus%20placeholder.docx'],,,,,,,,
LAW 6493,Internet Law,,05/03/22 4:05 am,04/01/22 12:08 pm,Internet Law,Internet Law,Summer 2022,,['https://next.bulletin.gwu.edu/courseadmin/5209/syllabus%20placeholder.docx'],,,,,,,,
LAW 6494,Intellectual Property Antitrust Seminar,,10/21/21 4:05 am,10/20/21 12:50 pm,Intellectual Property Antitrust Seminar,Intellectual Proprty Antitrust,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5195/Blank.docx'],,,,,,,,
LAW 6495,USPTO Post-Grant Patent Proceedings,,10/21/21 4:07 am,10/17/21 11:58 pm,USPTO Post-Grant Patent Proceedings,USPTO Post-Grant Patent,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/10567/USPTO%20Post%20Grant%20Proceedings%20Syllabus.pdf'],,,,,,,,
LAW 6496,Intellectual Property Law Seminar,,07/17/18 4:06 am,07/13/18 2:12 pm,Intellectual Property Law Seminar,Intellectual Property Law Sem,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/5196/Blank.docx'],,,,,,,,
LAW 6497,Selected Topics in Intellectual Property Law,,11/03/21 4:05 am,10/27/21 9:02 am,Selected Topics in Intellectual Property Law,Selected Topics in IP Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/9416/6497%20Syllabus%20for%20USPTO%20Post-Grant%20(3).docx'],,,,,,,,
LAW 6498,Intellectual Property Issues Short Seminar,,10/21/21 4:05 am,10/18/21 12:00 am,Intellectual Property Issues Short Seminar,Intell Property Issues Shrt Sm,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5197/Blank.docx'],,,,,,,,
LAW 6499,Trade Secrets Law,,10/21/21 4:07 am,10/18/21 12:00 am,Trade Secrets Law,Trade Secrets Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/12127/Law%20School%20Syllabus.docx'],,,,,,,,
LAW 6500,Government Contracts,,10/21/21 4:05 am,10/18/21 12:01 am,Government Contracts,Government Contracts,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5199/Blank.docx'],,,,,,,,
LAW 6501,MSGC Capstone Research and Writing Project,,11/16/21 4:04 am,10/18/21 12:02 am,MSGC Capstone Research and Writing Project,MSGC Capstone Project,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/8936/Request%20for%20a%20syllabus%20is%20not%20applicable%20for%20this%20course.docx'],,,,,,,,
LAW 6502,Formation of Government Contracts,,11/03/21 4:04 am,10/18/21 12:02 am,Formation of Government Contracts,Formation-Government Contracts,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5200/Blank.docx'],,,,,,,,
LAW 6503,Performance of Government Contracts,,01/13/21 4:07 am,01/12/21 10:51 am,Performance of Government Contracts,Performance of Govt Contracts,Spring 2021,,['https://next.bulletin.gwu.edu/courseadmin/9557/Selected%20Topics%20Syllabus.docx'],,,,,,,,
LAW 6504,MSGC Capstone Scholarly Writing,,11/16/21 4:04 am,10/18/21 12:02 am,MSGC Capstone Scholarly Writing,Capstone Scholarly Writing,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/8937/MSGC%20Capstone%20Scholarly%20Writing%20Syllabus.docx'],,,,,,,,
LAW 6505,Government Contracts Advocacy,,11/16/21 4:04 am,10/25/21 5:48 pm,Government Contracts Advocacy,Government Contracts Advocacy,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5215/syllabus%20placeholder.docx'],,,,,,,,
LAW 6506,Government Contracts Costs and Pricing,,10/21/21 4:05 am,10/20/21 12:52 pm,Government Contracts Costs and Pricing,Govt Contracts Cost & Pricing,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5202/Blank.docx'],,,,,,,,
LAW 6507,"Government Procurement, Contracts, and Environmental Law",,10/21/21 4:05 am,10/19/21 1:18 pm,"Government Procurement, Contracts, and Environmental Law","Gov Procuremnt,Contrct,Env Law",Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5203/Blank.docx'],,,,,,,,
LAW 6508,Comparative Public Procurement,,10/22/21 4:04 am,10/21/21 2:31 pm,Comparative Public Procurement,Comparative Public Procurement,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5229/syllabus%20placeholder.docx'],,,,,,,,
LAW 6509,Government Contracts Seminar,,,,Government Contracts Seminar,Government Contracts Seminar,,,[],,,,,,,,
LAW 6510,Graduate Government Contracts Placement,,10/21/21 4:05 am,10/19/21 1:28 pm,Graduate Government Contracts Placement,Graduate Gov Contracts Placemt,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5207/Blank.docx'],,,,,,,,
LAW 6511,Anti-Corruption and Compliance,,10/21/21 4:07 am,10/19/21 1:29 pm,Anti-Corruption and Compliance,Anti-Corruption and Compliance,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/9763/Proposed%20Anti-Corruption%20%26%20Compliance%20Course%20FALL%202016.pdf'],,,,,,,,
LAW 6512,Government Procurement of Intellectual Property Law,,08/15/23 4:02 am,07/27/23 10:57 am,Government Procurement of Intellectual Property Law,Gov.Procurement-Itel. Property,Fall 2023,,['https://next.bulletin.gwu.edu/courseadmin/5208/Blank.docx'],,,,,,,,
LAW 6513,Selected Topics in Government Contracts,,11/16/21 4:05 am,11/15/21 10:19 pm,Selected Topics in Government Contracts,Selected Topics in Gov't Con.,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/9780/Selected%20Topics%20Syllabus%20(2).docx'],,,,,,,,
LAW 6514,Federal Grants Law,,10/21/21 4:07 am,10/19/21 1:32 pm,Federal Grants Law,Federal Grants Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/10745/Grants%20Course%20Syllabus.pdf'],,,,,,,,
LAW 6515,Government Contracts Moot Court,,10/21/21 4:07 am,10/19/21 1:32 pm,Government Contracts Moot Court,Govt Contracts Moot Court,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/10992/Government%20Contracts%20Moot%20Court%20Syllabus%20Spring%202018.docx'],,,,,,,,
LAW 6516,Procurement in International Development,,10/21/21 4:07 am,10/20/21 12:56 pm,Procurement in International Development,Procurement in Int'l Developm,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/11529/Procurement%20in%20the%20Development%20Context%20Syllabus.pdf'],,,,,,,,
LAW 6518,Government Contracts Overview,,10/21/21 4:07 am,10/19/21 1:32 pm,Government Contracts Overview,Government Contracts Overview,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/12139/Overview%20of%20Govt%20Procurement%20Law%20Syllabus.docx'],,,,,,,,
LAW 6519,Analytical Writing for Government Procurement,,10/21/21 4:07 am,10/19/21 1:33 pm,Analytical Writing for Government Procurement,Analytical Writ for Govt Procu,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/12140/Analytical%20Writing%20Syllabus%20Spring%202020.docx'],,,,,,,,
LAW 6520,International Law,,10/27/21 4:05 am,10/25/21 5:49 pm,International Law,International Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5231/syllabus%20placeholder.docx'],,,,,,,,
LAW 6521,International Money Laundering,,10/21/21 4:05 am,10/19/21 1:33 pm,International Money Laundering,International Money Laundering,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5210/Blank.docx'],,,,,,,,
LAW 6522,International Business Transactions,,10/21/21 4:05 am,10/19/21 1:34 pm,International Business Transactions,Internatl Business Transaction,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5211/Blank.docx'],,,,,,,,
LAW 6523,International Competition Law Regime,,10/27/21 4:05 am,10/25/21 5:50 pm,International Competition Law Regime,Int'l Competition Law Regime,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5212/Blank.docx'],,,,,,,,
LAW 6524,International Commerce Law,,10/21/21 4:05 am,10/19/21 1:34 pm,International Commerce Law,International Commerce Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5214/Blank.docx'],,,,,,,,
LAW 6526,International Trade Law,,10/27/21 4:05 am,10/25/21 5:50 pm,International Trade Law,International Trade Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5234/syllabus%20placeholder.docx'],,,,,,,,
LAW 6527,Advanced International Trade Law,,10/21/21 4:05 am,10/20/21 12:57 pm,Advanced International Trade Law,Adv International Trade Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5221/Blank.docx'],,,,,,,,
LAW 6528,International Civil Litigation,,10/27/21 4:05 am,10/22/21 5:02 pm,International Civil Litigation,International Civil Litigation,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5235/6528-20_International%20Litigation_Syllabus%20(1).pdf'],,,,,,,,
LAW 6530,International Organizations,,10/27/21 4:05 am,10/25/21 5:51 pm,International Organizations,International Organizations,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5237/syllabus%20placeholder.docx'],,,,,,,,
LAW 6532,Comparative Law,,10/27/21 4:05 am,10/25/21 5:52 pm,Comparative Law,Comparative Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5238/syllabus%20placeholder.docx'],,,,,,,,
LAW 6533,International Family Law,,11/16/21 4:04 am,10/25/21 5:53 pm,International Family Law,International Family Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5239/syllabus%20placeholder.docx'],,,,,,,,
LAW 6534,Law of the European Union,,10/28/21 4:05 am,10/25/21 5:53 pm,Law of the European Union,Law of the European Union,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5241/syllabus%20placeholder.docx'],,,,,,,,
LAW 6535,Islamic Law,,10/21/21 4:05 am,10/19/21 1:35 pm,Islamic Law,Islamic Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5213/Law%20School%20Syllabus.docx'],,,,,,,,
LAW 6536,Law of Japan,,10/28/21 4:05 am,10/25/21 5:55 pm,Law of Japan,Law of Japan,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5243/syllabus%20placeholder.docx'],,,,,,,,
LAW 6537,Traditional Jewish Civil Law,,,,Traditional Jewish Civil Law,Traditional Jewish Civil Law,,,[],,,,,,,,
LAW 6538,Immigration Law I,,10/28/21 4:05 am,10/25/21 5:56 pm,Immigration Law I,Immigration Law I,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5253/syllabus%20placeholder.docx'],,,,,,,,
LAW 6539,Immigration Law II,,10/28/21 4:05 am,10/25/21 5:57 pm,Immigration Law II,Immigration Law II,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5254/syllabus%20placeholder.docx'],,,,,,,,
LAW 6540,Refugee and Asylum Law,,,,Refugee and Asylum Law,Refugee and Asylum Law,,,[],,,,,,,,
LAW 6541,International Finance,,,,International Finance,International Finance,,,[],,,,,,,,
